site_id,latitude,longitude,population_density_km2,household_income_index,commercial_rent_cop_m2,pedestrian_flow_day,vehicle_flow_day,distance_transit_m,competitor_count_1km,poi_density_1km,security_incidents_1km,green_space_pct,office_density_index,tourism_index,existing_store,performance_score,data_source
BG-0053,4.621550375363292,-74.18567995020021,10281.965986224848,64.91025882024924,267011.58801716834,18326.907108106392,32701.99637063317,95.4757398727418,5,214.8454267787772,17,26.664699867251002,54.06496805970126,47.501037544215116,0,45.03128644735762,Sintético
BG-0054,4.519887507810735,-73.9900984383859,12657.560811089956,42.16504806917772,62351.4934117565,11348.683645595202,51415.77946061146,43.60242631325811,9,139.4788373415172,34,7.387373068699341,15.355077417489124,44.574783912819086,0,27.181054609335966,Sintético
BG-0055,4.698176114495561,-74.10716301600641,21049.46651542933,35.279519964562525,65566.17027010037,32049.88265878359,65122.721927785286,607.0513190787116,3,114.91583215676786,2,10.60178487519135,85.74863122577412,1.4007398698194027,1,53.5930648495391,Sintético
BG-0056,4.756473455110729,-74.06497242101258,20442.10808343328,52.50916582389832,66871.38385734816,11476.489874586585,42364.24258934379,218.78728420626715,4,113.87172997854145,73,42.7856377574604,41.04403652752976,46.36535358550261,0,23.30044773921813,Sintético
BG-0057,4.775159742797746,-74.01586250938206,14913.19237076251,69.85886707601921,78527.86941916322,23683.849411269643,17542.63935742486,74.45533826449228,2,142.66886109316354,20,4.828048081439077,41.23491355463755,13.207367354296274,0,40.78038182232989,Sintético
BG-0058,4.626828301721446,-74.06367018263973,15328.424841991788,80.42416813328799,89058.59173348875,12562.222542053983,4474.6497726352745,154.79347545267723,2,94.46841323815376,26,16.061916121122998,49.384848572816686,8.946789444897135,0,32.66681592772369,Sintético
BG-0059,4.674466546454844,-74.18099592761976,14418.48918454895,78.69109278606517,53205.03362574069,6567.697550872375,32991.096684661235,411.9860182609214,4,88.06681671455043,38,7.618121283363855,41.58845415353505,14.03188668183583,0,31.432184048130157,Sintético
BG-0060,4.6078588027902105,-74.03220626145043,14499.975435749986,55.190964001010435,136348.95464635707,15851.161735451604,47098.10255583065,144.63414406259056,5,240.58982643162273,29,7.134046669766636,10.991416344910142,19.647726866506055,0,37.07789195777405,Sintético
BG-0061,4.602240027625529,-74.01403465146699,9283.728284944553,19.566799945883155,67423.02926436983,14404.280096836961,113869.19376585375,236.42574374634668,0,164.51598463291796,35,10.658358971853174,41.59112075027161,11.424911641115305,0,31.5037342803992,Sintético
BG-0062,4.550334890910827,-74.10892702028073,10978.630012355134,74.98017825212855,85289.67992433831,9086.047115819487,32783.80135084983,80.51793291193178,1,145.42913312561078,40,3.865703305883529,45.97858442260495,9.194186264804964,0,34.358431733527816,Sintético
BG-0063,4.569200154453803,-74.02159359408482,9188.188013312087,54.50920762461317,120222.23275386274,29332.090329063958,36838.193818000844,400.33304640947557,1,90.88744699911476,13,25.110731988200573,13.782218328028343,29.685206814080416,0,32.87443011009434,Sintético
BG-0064,4.602073318538266,-74.21779580890045,22750.102696915863,59.11506682355166,59307.43543429271,4565.663422429709,36439.87349421752,134.979924809613,4,154.66736427367152,55,3.8522842821790917,64.82478653730455,46.09561307075022,0,44.52413151319935,Sintético
BG-0065,4.581221037934984,-73.99015808606585,11923.73933020536,83.53611782190326,66471.34889601241,23598.59870674588,26413.734467821218,62.97215848044971,1,73.1911677957257,18,14.633191973520674,57.743588973101154,61.13031964215185,0,45.480892514922594,Sintético
BG-0066,4.709919748257982,-74.1074244930394,12863.329916053584,42.26945070063708,31303.89405303422,11717.377009637676,42076.13537215834,1260.3472585126685,7,216.84161958266048,42,5.901306804447589,18.338384799451507,18.852085973150018,0,18.330029556919378,Sintético
BG-0067,4.746522519025794,-74.11429619458508,23795.14761644639,55.77427024509704,94859.13835205266,21391.62448089246,42276.83420287702,983.3580606628124,1,128.20343323736375,16,21.000563682238838,1.4610899775459474,40.162297573893966,0,44.789839105977116,Sintético
BG-0068,4.514825237952833,-74.1479291601886,18570.749836139257,86.91961721197688,33280.98799842123,2777.22930330948,47217.63239488671,538.3095588160636,4,146.59145322279306,9,27.95254110148792,9.724711883740571,31.48639998688757,0,32.899766335333766,Sintético
BG-0069,4.656034703451061,-74.10280980979361,16441.02844587445,47.75829124541135,69823.20698485961,33450.127560105786,41811.176372402966,482.4416986598163,7,76.16035429397566,59,22.1178772603555,9.321798029343455,22.437285803669653,0,27.838159522348544,Sintético
BG-0070,4.6128487110092395,-74.07411232310875,20481.55381476043,14.802511930104084,54582.7416098648,19857.722787221588,72133.70142133239,566.8354943893078,1,207.95801609361772,58,4.938158253475962,9.127523124401414,62.97861725600479,0,28.720738920402095,Sintético
BG-0071,4.649867401958871,-74.08961619050515,13810.531844183195,18.516336232500418,60302.3611495273,16097.20242869903,25002.113585262392,1123.907999952573,9,321.42515664671953,25,17.921238305788368,18.33400395449394,13.295924029172465,0,23.56118981077156,Sintético
BG-0072,4.482709519009536,-74.17384563470581,12424.706590279093,55.6064732824483,77774.65123187596,38617.945128525476,32877.86923753905,2.687289502936199,3,135.2909952508972,84,1,20.630907455332427,2.5527410248801594,0,36.39094002483673,Sintético
BG-0073,4.785077740456696,-74.10045537974683,14974.137283184444,24.450287958705267,45735.766176095225,28425.35215829232,71484.6266477581,160.780307971576,2,109.43806937506638,35,8.080670564488354,47.72099494761623,24.57669301803599,0,33.796718827881776,Sintético
BG-0074,4.564394388416827,-74.13817916623401,8708.3122135822,83.64461160324002,51716.15234426268,11087.799278542065,79134.78488452139,63.24455200502714,0,253.57314343482696,39,32.057663485145994,15.484939211929003,20.423179142707703,0,40.969332429430274,Sintético
BG-0075,4.4900239796201,-74.06286102914711,18185.618780174904,29.907785954296134,45752.25384264906,18142.860234565378,35518.64075778181,61.997926121183575,1,167.42107308729175,62,12.657658210537594,55.34872521716208,7.049961829262104,0,37.76179077041386,Sintético
BG-0076,4.514045674683686,-74.06892118308346,15507.762440595705,80.27342023299795,82740.89683025329,19353.73233352569,67806.928093298,1030.3337098410716,0,174.85211958220873,29,21.29417036849865,5.445715482188626,21.192868435324097,0,47.95355776529729,Sintético
BG-0077,4.8065899750937575,-74.13407412058082,21374.644437369752,53.15287755441109,79636.47206798424,19246.036496966088,37532.80660413521,489.8673912106954,1,377.42897071191743,23,18.433572765779783,24.513386318766592,18.10892568178752,0,44.46661646922758,Sintético
BG-0078,4.7814621951740595,-74.11727511515751,16123.963867023505,29.02596941944352,59361.66669562931,18014.15986991072,50099.097551817074,838.0988311202282,5,101.256484756823,20,5.117379606572972,66.46695799154791,63.25048760472072,0,34.832537425321,Sintético
BG-0079,4.782516111937375,-74.18386613121392,19337.431030319058,24.736684848420524,46526.72740526046,10811.481910384282,57097.06522871725,769.3024635395639,1,149.37993549234702,42,14.576906462328367,26.89208733798915,8.460586261138932,0,29.148053496640365,Sintético
BG-0080,4.631563592070116,-74.15944192766294,12864.977177692199,27.431374646811435,36776.382166774674,17889.036414297716,58521.27182114578,338.7485379562841,9,147.8028918060445,8,14.282086353716018,71.25908684884129,16.38232085610736,0,31.475821241686752,Sintético
BG-0081,4.628033703481053,-73.99062807784088,9628.578215280362,47.576239582185295,49739.31096356898,15767.804794593634,77048.70636068349,409.77877923140375,3,147.06917492307753,36,22.47382628150295,33.318672937595764,11.348774243583826,0,24.32425167011611,Sintético
BG-0082,4.782455232730848,-74.14375636258112,17170.925836029586,97.5426090001979,48471.576201068965,16588.457815238344,19934.884704963322,853.3539334585824,1,152.12493247404942,17,27.60427946746298,33.28126787927877,31.535663023290383,0,48.564704103297395,Sintético
BG-0083,4.769440415935645,-74.01775350398722,19846.893979444387,83.7849288208877,25000,16930.71636166592,22546.5333895919,13.036794459133358,2,104.39642134358098,35,5.148687111730957,41.83974256294055,43.39053789844918,1,44.25160990778751,Sintético
BG-0084,4.7453032458486195,-74.04345827246527,27933.74778297262,96.24624613258196,84044.79624500907,14958.524010920704,40599.3042070718,121.94724168682092,3,253.89506474289217,9,24.257137637594315,68.37546182119588,47.76559620206305,0,60.42229752441061,Sintético
BG-0085,4.7858935952134685,-74.03475114079428,18774.581692699325,49.37083101772828,54026.5660025862,4812.940156864489,57118.49841038263,88.45884455840353,6,169.1414461253449,30,38.25602824510427,8.24936657277683,11.422424925566848,0,23.806193711896007,Sintético
BG-0086,4.733031375976555,-74.14937038759359,17605.894590557993,53.5180846009358,82208.63335052508,9955.340187527423,56911.27303258567,995.8570007615432,3,212.1189289704415,29,5.320315101059383,51.091629112079204,22.207837150563222,0,29.223374036446597,Sintético
BG-0087,4.606854477845307,-74.21676226269334,12186.06886615323,29.761469168324854,75196.75767259831,8160.441923799873,58436.80537193201,76.75326604036984,2,181.8834138317869,89,14.024079632957417,22.99350099784979,56.975582978228836,0,35.15398495614553,Sintético
BG-0088,4.492703565415483,-74.01839484835212,16266.06734869175,15.037778905022957,53977.9766582952,18048.766889681978,25276.28698708471,498.9907879578457,4,197.2157813419909,17,11.961220053030203,30.870445312432377,9.482033542932816,0,33.038741567265845,Sintético
BG-0089,4.580419408340209,-74.21093668724542,12952.658709478304,5,69797.59607525305,7009.654803139264,70303.03992593555,44.85407208634726,2,155.9224311055056,18,19.90103830710472,5.87434103015113,14.489363851421452,0,23.573931016454218,Sintético
BG-0090,4.757087858442409,-74.17794003333016,5689.699137327776,20.954547873160585,105429.24371493839,7712.269515266013,15241.970208225932,1199.2664771567747,1,180.66444082257834,44,28.716686134827647,80.9693226499719,16.698848129003217,0,22.07348978522482,Sintético
BG-0091,4.7195531800034125,-74.06407634816536,17249.38762955522,47.70209164317753,63548.99145052438,7174.178805367431,33144.583585369954,178.1912807503636,5,261.7252578945599,40,31.509527888858166,24.542792115408467,23.598433431728665,0,25.403960638640296,Sintético
BG-0092,4.520360329698236,-74.1056041299447,15119.3019641895,43.93849354851553,44054.72519094215,10108.640288796692,107438.32963141226,189.63983194288068,0,154.15317998987229,38,31.825599582638123,11.422013427494985,22.987688378865084,0,34.926243331017176,Sintético
BG-0093,4.725330092453448,-74.19539885373051,13929.155259080902,57.28399134826838,112823.13959077638,26646.848119406648,64261.4611915903,1313.7182177955528,1,168.3058614661607,28,28.034732168876296,43.94335573424342,24.228199737808822,0,34.99622931304691,Sintético
BG-0094,4.581630465884845,-74.0586563086063,21757.058876106577,49.73349335587485,60465.75970977654,12687.385685599042,40855.67747855583,274.94800610624895,4,147.6006183037014,73,25.236924063912348,34.87998863474856,9.165738748191748,0,26.69187011708264,Sintético
BG-0095,4.490984170302392,-74.03277396996246,24869.78524417332,52.6571819166002,25000,28291.79063185053,64792.64468006912,1096.3105622060634,2,172.61881389119696,16,19.469533424679007,38.63241476578552,44.70851950084711,0,52.6713090375033,Sintético
BG-0096,4.539090344830804,-74.10181522386185,12557.04841198621,52.576371663100815,38155.93115050915,8844.745786706984,38696.030883469466,21.92154907538477,5,176.83140853503437,58,17.66315507401053,58.6528234918661,12.572179415118073,0,33.95679862253782,Sintético
BG-0097,4.660369624506321,-73.99077485100099,23044.598430265643,10.765387387623935,75484.22620839596,12655.68124465559,105585.7987620487,204.77449046635738,4,318.3996844004087,22,14.590169354734078,16.721978388997133,2.4363990203691452,0,27.876083185145948,Sintético
BG-0098,4.515335115119048,-74.09631653077444,12339.483368318684,85.83945071999976,51928.63454740022,5703.885937226015,56028.104510306395,359.3425057367816,1,142.47415300233908,25,19.502993036594315,40.65574818816394,5.251847474828153,0,22.500407370919756,Sintético
BG-0099,4.641155810305104,-74.09730241432362,19890.931918224123,61.24055075449131,138886.44379249023,13808.53806965709,55674.82806537162,340.13185116769927,4,222.5614850660898,21,29.32596235425525,9.204533504817627,73.28140110263989,0,45.64911226680187,Sintético
BG-0100,4.502903337517633,-74.19741344768251,15581.847579142332,36.578565103333496,150804.91543525454,12586.528508985592,60684.18837835212,153.22264996448297,4,138.4071201841962,25,6.957810922011153,55.532773427264736,23.33973376132007,0,28.236102464963757,Sintético
BG-0101,4.771962642826072,-74.18779961619528,12554.504085499777,50.15538544137716,125722.32174264386,18167.972920291297,160000,268.31947427939156,7,113.39128500021354,50,17.027819556304323,32.54630266080552,8.953105546460787,0,38.41145357500366,Sintético
BG-0102,4.704200524364013,-73.99742082123737,15971.8736327466,47.82705219518999,53889.868537625756,10106.8429747281,41509.64934020078,266.3907955877891,3,208.60162221627542,68,15.126567107254067,16.614404598862134,17.536737473889843,0,23.68312648881889,Sintético
BG-0103,4.64553293130922,-74.10911467936597,11630.829820337374,66.37405044864653,45528.85849137454,13565.820960263005,22002.37489508799,109.96215212365581,8,159.0670063467676,14,5.270796131190711,22.333840862394418,7.7647589949014755,1,25.513229928527004,Sintético
BG-0104,4.7246460818313905,-74.0677986355953,16040.563374069105,30.169844454397026,29098.648951160692,11414.349849084685,40160.06831843049,253.7498643345988,4,142.02905503145965,14,24.40604059891085,71.75346582241676,25.22700808401883,0,34.10411703989067,Sintético
BG-0105,4.761357404741705,-74.01369714084507,17671.429886981226,88.21296900821889,25000,27691.95429373765,58466.98848207472,568.0289053143758,7,85.54096699892273,28,5.29761689956012,56.802422006788234,11.324104106113678,0,36.95269981959238,Sintético
BG-0106,4.604318992108401,-74.1566210751376,12816.804912997828,51.073699422314846,63373.89497447535,12342.27566263928,68550.18909529329,559.0126032724436,9,222.39710088852866,46,10.441052205232708,69.2006099422157,8.118540422645626,0,24.040788690179035,Sintético
BG-0107,4.507213510476573,-74.21131627219442,5286.3082457629935,47.474512225678325,72623.5195000816,9988.445950149855,79136.4142716902,141.49020342421863,0,165.495516313882,12,29.221667992932638,68.1979832169689,11.749635303594816,0,43.862161882355466,Sintético
BG-0108,4.675468285393578,-74.15994527369546,14440.893646201861,12.183605473842276,74012.78437544245,25837.67517658947,48584.264645508345,259.3588960433747,4,90.48388614505356,39,26.145609144927427,64.69126457588692,22.734722055952652,0,32.28016326045147,Sintético
BG-0109,4.789375336055882,-74.10523015171636,19137.29824372495,31.019393755635466,89612.6301087564,20016.12189391941,54747.726677507526,18.136524544487163,3,161.06898312030214,93,21.58848949829773,9.071894002367225,19.590768249214285,0,39.99620438213766,Sintético
BG-0110,4.717403153152688,-74.11418376428932,16201.108885107304,48.14592835155352,39698.62618605245,10802.249648459907,60415.74006939557,191.34641242344063,3,207.73268808049733,13,29.37975970515088,26.279881315089128,14.442493706761411,0,35.489377338339665,Sintético
BG-0111,4.747013198475919,-74.1509921381047,10271.145090669183,82.62287028773436,57014.95271070121,15569.451795412184,41488.674461235336,345.1460889842475,10,108.70152322638549,41,23.487244630239317,59.645328245275955,47.71357496778649,0,30.440437423520386,Sintético
BG-0112,4.694632958830785,-74.08852335800903,17664.780409410156,44.59018042671452,36128.91065963817,11563.306019726024,87381.79837157577,189.52266177666232,4,146.9898751971303,4,17.916515680742812,42.94004382348391,30.73952279695468,0,38.09968524986492,Sintético
